star_name,before_transit_start,during_transit,after_transit_end
OGLE-TR-1001,5.751412429378531,6.298295454545454,6.064628063326827
OGLE-TR-1002,5.512605042016807,5.933962264150943,6.2640472592389065
OGLE-TR-1003,6.767025089605735,5.936348408710217,6.275577087489313
OGLE-TR-1004,5.483870967741935,5.747572815533981,6.09162739118381
OGLE-TR-1005,5.867724867724868,6.4110344827586205,6.306621219812894
OGLE-TR-1006,5.894977168949771,6.304347826086956,6.225317012387305
OGLE-TR-1007,5.642691415313225,6.0332906530089625,5.985809246396295
OGLE-TR-1008,5.170731707317073,5.485148514851486,6.314663664508866
OGLE-TR-1009,5.402597402597403,6.033898305084746,6.179135068661611
OGLE-TR-1010,5.820668693009119,6.042687747035573,6.118205554236885
OGLE-TR-1011,5.216216216216216,5.66542750929368,6.254784110535406
OGLE-TR-1012,5.582089552238806,5.863708399366086,6.267669620913086
OGLE-TR-1013,5.123287671232877,5.178082191780822,6.366782953690403
OGLE-TR-1014,6.865248226950355,6.643051771117166,6.734657039711191
OGLE-TR-1015,5.829787234042553,5.746898263027295,6.2204293531640245
OGLE-TR-1016,5.793696275071634,6.036036036036036,6.2803211108700365
OGLE-TR-1017,5.982456140350878,6.250980392156863,6.107826086956522
OGLE-TR-1018,5.816793893129771,6.199677938808374,6.288512179065174
OGLE-TR-1019,5.5625,5.838150289017341,6.125718818163792
OGLE-TR-1020,3.793103448275862,5.856209150326797,6.109517074156395
OGLE-TR-1021,5.0256410256410255,8.17283950617284,6.224853228962818
OGLE-TR-1022,5.761702127659574,6.010050251256281,6.159219311761684
OGLE-TR-1023,5.878787878787879,6.447916666666667,6.242508710801394
OGLE-TR-1024,6.053949903660886,6.332361516034985,6.345572354211663
OGLE-TR-1025,5.52,5.980769230769231,6.217159577803323
OGLE-TR-1026,6.032710280373832,6.072176949941793,6.345124917090427
OGLE-TR-1027,5.994910941475827,6.033462033462033,6.297276504077551
OGLE-TR-1028,5.95925597874225,5.901697944593387,6.0161558564979805
OGLE-TR-1029,5.887096774193548,6.271570014144271,6.196855135496822
OGLE-TR-1030,5.615384615384615,6.233128834355829,6.412170145726664
OGLE-TR-1031,5.62,5.846534653465347,6.141779788838613
OGLE-TR-1032,5.594405594405594,6.359375,6.178987545198875
OGLE-TR-1033,5.262569832402234,6.062650602409638,6.2682404825215645
OGLE-TR-1034,6.026143790849673,6.479784366576819,6.18178117048346
OGLE-TR-1035,5.172413793103448,6.9818181818181815,6.546192259675406
OGLE-TR-1036,5.934191702432046,5.959479015918958,5.965711805555555
OGLE-TR-1037,6.118279569892473,6.278350515463917,6.287595145031887
OGLE-TR-1038,5.464566929133858,5.536082474226804,5.779538904899136
OGLE-TR-1039,5.518072289156627,5.780346820809249,6.144727414837491
OGLE-TR-1040,5.5813953488372094,5.75,6.205408150311032
OGLE-TR-1041,6.774941995359629,5.9493365500603135,6.261307216214378
OGLE-TR-1042,5.71830985915493,6.46286701208981,6.2213574302486645
OGLE-TR-1043,5.836956521739131,6.286472148541114,6.366312346688471
OGLE-TR-1044,5.368421052631579,7.384615384615385,6.236498010233087
OGLE-TR-1045,5.464285714285714,6.349206349206349,5.958853783982366
OGLE-TR-1046,6.528925619834711,6.484018264840183,6.252800377313996
OGLE-TR-1047,5.426229508196721,6.5271317829457365,6.254629166249624
OGLE-TR-1048,5.523076923076923,6.073643410852713,6.190287935692166
OGLE-TR-1049,5.978494623655914,5.770833333333333,6.166751709358098
OGLE-TR-1050,5.82437275985663,6.001752848378615,6.023994354269584
OGLE-TR-1051,6.3766891891891895,6.2369466515323495,6.135403029736301
OGLE-TR-1052,6.0,6.103585657370518,6.304960460100647
OGLE-TR-1053,5.895196506550218,6.186991869918699,6.099355015781529
OGLE-TR-1054,6.163265306122449,5.557251908396947,6.109010011123471
OGLE-TR-1055,6.027649769585254,6.003565062388592,6.271840254141139
OGLE-TR-1056,5.555555555555555,5.758713136729223,6.193840218186656
OGLE-TR-1057,5.901639344262295,6.237442922374429,6.079570138333143
OGLE-TR-1058,5.563636363636364,5.595505617977528,6.186447723965912
OGLE-TR-1059,5.769230769230769,6.533678756476684,6.247521716913643
OGLE-TR-1060,5.666666666666667,6.132701421800948,6.226689916914555
OGLE-TR-1061,5.987987987987988,5.791411042944786,6.110334444563931
OGLE-TR-1062,5.617977528089888,5.853403141361256,6.210139894830836
OGLE-TR-1063,5.686046511627907,6.278145695364239,6.220337842385087
OGLE-TR-1064,6.501440922190202,6.272772033481044,6.34107610440071
OGLE-TR-1065,6.170648464163823,5.896487985212569,6.145623780213181
OGLE-TR-1066,5.895261845386534,5.734994337485844,6.19049096408904
OGLE-TR-1067,5.909808342728297,6.138461538461539,6.0964781962772
OGLE-TR-1068,6.066743383199079,6.226107226107226,6.168806384455239
OGLE-TR-1069,6.153392330383481,5.951951951951952,6.257290425109257
OGLE-TR-1070,6.4640522875817,6.226114649681529,6.161220539678925
OGLE-TR-1071,5.714285714285714,6.117647058823529,6.126356402218471
OGLE-TR-1072,6.042895442359249,6.152492668621701,6.204230201672405
OGLE-TR-1073,6.183908045977011,6.026602176541717,6.277063651850705
OGLE-TR-1074,6.38130381303813,6.211267605633803,6.239270663111722
OGLE-TR-1075,5.221052631578948,6.53932584269663,6.2931982633863965
OGLE-TR-1076,5.446808510638298,5.966555183946488,5.866391894212605
OGLE-TR-1077,4.634146341463414,5.833333333333333,6.201102821926694
OGLE-TR-1078,5.833333333333333,6.334751773049645,6.20403502093643
OGLE-TR-1079,5.987261146496815,5.736334405144695,6.274223953751414
OGLE-TR-1080,6.021220159151194,6.148048452220727,6.290900735294118
OGLE-TR-1081,6.132530120481928,6.356955380577428,6.282675663781722
OGLE-TR-1082,5.908302354399009,6.144836272040302,6.142248722316865
OGLE-TR-1083,5.612903225806452,5.802985074626866,6.08779490176028
OGLE-TR-1084,5.171428571428572,7.5625,6.08807994289793
OGLE-TR-1085,5.812274368231047,6.278884462151394,6.32396471819405
OGLE-TR-1086,5.660377358490566,6.163265306122449,6.202358596860212
OGLE-TR-1087,6.0685714285714285,6.204244031830239,6.317584097859327
OGLE-TR-1088,5.945054945054945,6.531017369727048,6.154140314752169
OGLE-TR-1089,4.538461538461538,5.28,6.218243036424854
OGLE-TR-1090,5.832727272727273,6.076458752515091,6.5064537790047
OGLE-TR-1091,5.290322580645161,5.490566037735849,6.235218692121385
OGLE-TR-1092,6.077551020408163,6.044052863436123,6.296670348745463
OGLE-TR-1093,6.090468497576737,6.123171670515782,6.3403857591978925
OGLE-TR-1094,5.136363636363637,5.551724137931035,6.164365548980934
OGLE-TR-1095,6.165113182423435,6.414804469273743,6.209927797833935
OGLE-TR-1096,5.778751369112815,6.262527233115469,6.158799789436744
OGLE-TR-1097,5.813953488372093,6.383233532934132,6.276624775583483
OGLE-TR-1098,5.872611464968153,6.414012738853503,6.21603731006469
OGLE-TR-1099,5.87958115183246,5.681227863046045,6.281698938163648
OGLE-TR-10,5.510204081632653,6.091954022988506,5.856608478802992
OGLE-TR-56,4.857142857142857,6.585858585858586,5.876543209876544
OGLE-TR-111,4.0,5.318181818181818,5.72997299729973
OGLE-TR-132,5.024390243902439,5.7631578947368425,5.70873786407767
OGLE-TR-211,5.214285714285714,5.512605042016807,5.801741460147355
