Degree,Log(Probability)
2,0.17625899280575538
3,0.2014388489208633
4,0.1366906474820144
5,0.11510791366906475
6,0.1079136690647482
7,0.0683453237410072
8,0.0539568345323741
9,0.03237410071942446
10,0.014388489208633094
11,0.025179856115107913
12,0.01079136690647482
13,0.0035971223021582736
14,0.007194244604316547
15,0.0035971223021582736
16,0.0035971223021582736
18,0.007194244604316547
19,0.01079136690647482
20,0.0035971223021582736
21,0.0035971223021582736
22,0.0035971223021582736
24,0.0035971223021582736
25,0.0035971223021582736
32,0.0035971223021582736
